variant,model,horizon_s,fold,seed,n,positive_rate,auprc,auprc_lift,auroc,brier,ece
rf+mobility+history,hazard LGBM,3.0,0,1337,1540,0.22272727272727272,0.695435369464595,3.122362883310427,0.8508637970046594,0.11934227888889691,0.06344142372665024
rf+mobility+history,hazard LGBM,5.0,0,1337,1523,0.314510833880499,0.7290412158335302,2.3180162248736256,0.8263263983874453,0.14998226314998211,0.0532075639988899
rf+mobility+history,multi-head MLP,0.5,0,1337,1559,0.05067350865939705,0.41851616618795356,8.259072190974932,0.9340489223400615,0.03738251064318604,0.026327983193718988
rf+mobility+history,multi-head MLP,1.0,0,1337,1559,0.08915971776779986,0.803628413250827,9.013357527036256,0.9344715776674435,0.03360069335224273,0.02242764579138363
rf+mobility+history,multi-head MLP,2.0,0,1337,1549,0.1620400258231117,0.6363456208096387,3.9270891100961367,0.8188171811981657,0.09586903038920072,0.0611421851588152
rf+mobility+history,multi-head MLP,3.0,0,1337,1540,0.22272727272727272,0.6251591645565385,2.806837065355887,0.7908254601518374,0.13792006692695402,0.09156215897219862
rf+mobility+history,multi-head MLP,5.0,0,1337,1523,0.314510833880499,0.6298214825912587,2.0025430438131253,0.7525676097233222,0.19244671143989417,0.12707032963468118
rf+mobility+history,hazard MLP,0.5,0,1337,1559,0.05067350865939705,0.4161001304763108,8.211393714083146,0.9112213479302087,0.03737410956678357,0.025773927785449027
rf+mobility+history,hazard MLP,1.0,0,1337,1559,0.08915971776779986,0.7135954517573081,8.003563376184484,0.909286655182896,0.04480754055744814,0.029272240984384003
rf+mobility+history,hazard MLP,2.0,0,1337,1549,0.1620400258231117,0.6043706895302128,3.729761745347807,0.8082063118865064,0.09966929144067639,0.061091788885635934
rf+mobility+history,hazard MLP,3.0,0,1337,1540,0.22272727272727272,0.6023074025182743,2.7042373174289867,0.7677819427090564,0.13922982072091786,0.08297444971743084
rf+mobility+history,hazard MLP,5.0,0,1337,1523,0.314510833880499,0.6276542574249094,1.9956522631693885,0.7288752109679328,0.1927878420743306,0.1246237485743274
+ self-excitation,multi-head LGBM,0.5,0,1337,1559,0.05067350865939705,0.46822981736534336,9.240130193323674,0.9512829284981184,0.0346797809981279,0.029686215194938907
+ self-excitation,multi-head LGBM,1.0,0,1337,1559,0.08915971776779986,0.8590039725505267,9.634440238894038,0.9463978113284021,0.024571640646279223,0.020501402444605965
+ self-excitation,multi-head LGBM,2.0,0,1337,1549,0.1620400258231117,0.6950632416117557,4.289454028910795,0.8639555798378135,0.08788732072320701,0.06685719154883353
+ self-excitation,multi-head LGBM,3.0,0,1337,1540,0.22272727272727272,0.6849492198703059,3.0752822116625977,0.8389803468827561,0.1260547275781736,0.08866837379826258
+ self-excitation,multi-head LGBM,5.0,0,1337,1523,0.314510833880499,0.7200589149699064,2.289456633609953,0.8194254473320056,0.15896442329835744,0.09226084639760429
+ self-excitation,multi-head LGBM + isotonic,0.5,0,1337,1559,0.05067350865939705,0.48017191796930153,9.475797722963812,0.9430679096818337,0.02998282260806686,0.01502203776271411
+ self-excitation,multi-head LGBM + isotonic,1.0,0,1337,1559,0.08915971776779986,0.8175638293426941,9.169654747807627,0.9452224136184012,0.025084170044596607,0.010288585180546463
+ self-excitation,multi-head LGBM + isotonic,2.0,0,1337,1549,0.1620400258231117,0.656458899715591,4.051214484699005,0.8582833534889718,0.0837939873488832,0.039171614918507264
+ self-excitation,multi-head LGBM + isotonic,3.0,0,1337,1540,0.22272727272727272,0.5990751991434409,2.6897253839093267,0.8253127960815546,0.12663060352764133,0.07136754668605434
+ self-excitation,multi-head LGBM + isotonic,5.0,0,1337,1523,0.314510833880499,0.6845839325436964,2.1766624828059493,0.817489741559283,0.16604846837642456,0.09354733219720454
+ self-excitation,multi-head LGBM + isotonic + monotone,0.5,0,1337,1559,0.05067350865939705,0.4847070188920172,9.565294208261454,0.9480456722545331,0.029969911125202694,0.01491251803790623
+ self-excitation,multi-head LGBM + isotonic + monotone,1.0,0,1337,1559,0.08915971776779986,0.841827443020605,9.441791249418152,0.9462154220285743,0.025771982812053187,0.011712126206764106
+ self-excitation,multi-head LGBM + isotonic + monotone,2.0,0,1337,1549,0.1620400258231117,0.6804225181782362,4.1991015165660865,0.8630194169393305,0.08264869389934178,0.04049094103789984
+ self-excitation,multi-head LGBM + isotonic + monotone,3.0,0,1337,1540,0.22272727272727272,0.660467778404695,2.965365535694549,0.8409118033178185,0.1227890309049684,0.06486329679740918
+ self-excitation,multi-head LGBM + isotonic + monotone,5.0,0,1337,1523,0.314510833880499,0.7070996154179421,2.2482520131138326,0.8250965853190315,0.16074725181062444,0.08315888546599512
+ self-excitation,hazard LGBM,0.5,0,1337,1559,0.05067350865939705,0.47862139070904175,9.445199343232861,0.9485118029421827,0.031969073642789565,0.026647100114918804
+ self-excitation,hazard LGBM,1.0,0,1337,1559,0.08915971776779986,0.8504619884180333,9.53863481973895,0.9511601986016821,0.02498962871826859,0.015301519098549028
+ self-excitation,hazard LGBM,2.0,0,1337,1549,0.1620400258231117,0.712549922696465,4.397369841660654,0.8776266275422194,0.08063264661903957,0.04035089409382805
